sortType,cost,file,sorted,preProcessTime,sortTime
m,e,C/512,True,0,0.15496595300000005
m,e,C/512,True,0,0.1460656090000001
m,e,C/512,True,0,0.14783367000000003
m,e,C/512,True,0,0.15575028899999976
m,e,C/1024,True,0.062721285,0.38856893400000003
m,e,C/1024,True,0,0.371592613
m,e,C/1024,True,0,0.37126687400000014
m,e,C/1024,True,0,0.363387935
m,e,C/1024,True,0,0.3677064589999999
m,e,C/1024,True,0,0.3641098669999998
m,e,C/1024,True,0,0.375881852
m,e,C/1024,True,0,0.3789159980000001
m,e,C/1024,True,0,0.3670458590000001
m,e,C/1024,True,0,0.37360127600000004
m,e,C/1024,True,0,0.37189318099999946
m,e,C/1024,True,0,0.3714909620000002
m,e,C/1024,True,0,0.383295736
m,e,C/2048,True,0.129355377,0.856014494
m,e,C/2048,True,0,0.851144642
m,e,C/2048,True,0,0.8526427300000001
m,e,C/2048,True,0,0.8611482779999999
m,e,C/2048,True,0,0.8636025469999997
m,e,C/2048,True,0,0.8544220789999999
m,e,C/2048,True,0,0.8637777680000003
m,e,C/2048,True,0,0.853897033
m,e,C/2048,True,0,0.8525447039999996
m,e,C/2048,True,0,0.86792333
m,e,C/2048,True,0,0.8592255600000005
m,e,C/2048,True,0,0.8551887750000002
m,e,C/2048,True,0,0.8670811389999997
m,e,C/4096,True,0.24198878000000001,2.001064897
m,e,C/4096,True,0,1.987209586
m,e,C/4096,True,0,1.987863848
m,e,C/4096,True,0,1.9952048689999993
m,e,C/4096,True,0,1.9866265569999992
m,e,C/4096,True,0,1.9876488830000003
m,e,C/4096,True,0,2.006292352999999
m,e,C/4096,True,0,2.003529603999999
m,e,C/4096,True,0,1.9928249019999988
m,e,C/4096,True,0,2.0320578150000017
m,e,C/4096,True,0,2.0686188960000003
m,e,C/4096,True,0,1.9911471339999984
m,e,C/4096,True,0,1.9705703390000018
m,e,C/8192,True,0.476101202,4.025162475
m,e,C/8192,True,0,3.9987695689999994
m,e,C/8192,True,0,4.113362184
m,e,C/8192,True,0,4.070176177000002
m,e,C/8192,True,0,4.104165151
m,e,C/8192,True,0,4.082750146000002
m,e,C/8192,True,0,4.1559900339999984
m,e,C/8192,True,0,4.116148470999995
m,e,C/8192,True,0,4.134060523000002
m,e,C/8192,True,0,4.088172567999997
m,e,C/8192,True,0,4.085218605999998
m,e,C/8192,True,0,4.083554163999999
m,e,C/8192,True,0,4.032942372999997
m,e,C/16384,True,0.985115751,8.755265566
m,e,C/16384,True,0,8.889751548
m,e,C/16384,True,0,9.097908191999998
m,e,C/16384,True,0,9.081865315000002
m,e,C/16384,True,0,8.896674931999996
m,e,C/16384,True,0,8.885227971000006
m,e,C/16384,True,0,8.825136071000003
m,e,C/16384,True,0,8.707296221000007
m,e,C/16384,True,0,9.060635923999996
m,e,C/16384,True,0,9.104853157000008
m,e,C/16384,True,0,8.960376855000007
m,e,C/16384,True,0,8.908607540999995
m,e,C/16384,True,0,8.996485324000005
m,e,C/32768,True,1.96507377,19.312552963
m,e,C/32768,True,0,19.454611730000003
m,e,C/32768,True,0,19.15836486
m,e,C/32768,True,0,19.163467635000003
m,e,C/32768,True,0,19.53889600800001
m,e,C/32768,True,0,19.083843329999993
m,e,C/32768,True,0,19.119254008000013
m,e,C/32768,True,0,19.518465547999995
m,e,C/32768,True,0,19.011157810000014
m,e,C/32768,True,0,18.927230691999995
m,e,C/32768,True,0,19.388663607000012
m,e,C/32768,True,0,19.094056781999996
m,e,C/32768,True,0,18.86667309500001
m,e,C/65536,True,4.174017936,41.729692623999995
m,e,C/65536,True,0,41.585516219999995
m,e,C/65536,True,0,41.28318962600001
m,e,C/65536,True,0,40.697681923000005
m,e,C/65536,True,0,41.765194941999994
m,e,C/65536,True,0,41.486931732000016
m,e,C/65536,True,0,40.875692399
m,e,C/65536,True,0,41.54273266500002
m,e,C/65536,True,0,41.51517315699999
m,e,C/65536,True,0,41.03758570900004
m,e,C/65536,True,0,41.87247819000004
m,e,C/65536,True,0,41.561990985999955
m,e,C/65536,True,0,41.33257995500003
m,e,C/131072,True,8.257290016,88.73963458
m,e,C/131072,True,0,89.58231173199998
m,e,C/131072,True,0,88.16903906900004
m,e,C/131072,True,0,88.84182451599997
m,e,C/131072,True,0,88.93151953300003
m,e,C/131072,True,0,89.22918091099996
m,e,C/131072,True,0,88.720034145
m,e,C/131072,True,0,89.37005442599991
m,e,C/131072,True,0,88.45738584599997
m,e,C/131072,True,0,89.381004308
m,e,C/131072,True,0,87.69604338700003
m,e,C/131072,True,0,88.56281542700003
m,e,C/131072,True,0,87.43222950900008
m,e,C/262144,True,15.624283044,181.291618392
m,e,C/262144,True,0,180.717411691
m,e,C/262144,True,0,181.44676029199996
m,e,C/262144,True,0,179.74407747300006
m,e,C/262144,True,0,179.70139924699993
m,e,C/524288,True,31.971220797,385.20548852499996
m,e,C/524288,True,0,385.53634405
m,e,C/524288,True,0,383.87548797099987
m,e,C/524288,True,0,383.4787302100001
m,e,C/524288,True,0,385.74917282
m,e,C/1048576,True,65.42969105099999,827.905717312
m,e,C/1048576,True,0,805.814331958
m,e,C/1048576,True,0,805.8140889690001
m,e,C/1048576,True,0,804.3266271020002
m,e,C/1048576,True,0,811.7728766139999
m,e,C/2097152,True,130.366342917,1674.1583368889999
m,e,C/2097152,True,0,1695.344165622
m,e,C/2097152,True,0,1863.289299382
m,e,C/2097152,True,0,2995.3171983889997
m,e,C/2097152,True,0,2574.422398950999
m,e,B/1,True,0.00022495299999999996,2.812000000001341e-06
