t,e,C/1,True,0.00021972699999999942,2.1909999999986107e-06
t,e,C/1,True,0,2.133999999997388e-06
t,e,C/1,True,0,2.4910000000002985e-06
t,e,C/1,True,0,3.094000000002095e-06
t,e,C/1,True,0,2.4710000000004173e-06
t,e,C/1,True,0,2.474999999998312e-06
t,e,C/1,True,0,2.5549999999978368e-06
t,e,C/1,True,0,2.1509999999988483e-06
t,e,C/1,True,0,1.951000000000036e-06
t,e,C/1,True,0,2.0499999999999685e-06
t,e,C/1,True,0,1.9360000000009925e-06
t,e,C/1,True,0,2.0080000000012588e-06
t,e,C/1,True,0,1.873999999998932e-06
t,e,C/2,True,0.00033135599999999793,3.540999999999267e-06
t,e,C/2,True,0,3.036999999997403e-06
t,e,C/2,True,0,4.308000000001477e-06
t,e,C/2,True,0,3.112999999999033e-06
t,e,C/2,True,0,3.1919999999990845e-06
t,e,C/2,True,0,3.20200000000076e-06
t,e,C/2,True,0,3.27800000000239e-06
t,e,C/2,True,0,3.1189999999993445e-06
t,e,C/2,True,0,4.930999999999686e-06
t,e,C/2,True,0,4.8940000000018136e-06
t,e,C/2,True,0,4.74400000000097e-06
t,e,C/2,True,0,1.2785000000001268e-05
t,e,C/2,True,0,3.7539999999981755e-06
t,e,C/4,True,0.0004270669999999997,4.507000000000816e-06
t,e,C/4,True,0,3.269999999999662e-06
t,e,C/4,True,0,3.8350000000006434e-06
t,e,C/4,True,0,3.526999999999697e-06
t,e,C/4,True,0,3.1879999999977204e-06
t,e,C/4,True,0,3.174999999997624e-06
t,e,C/4,True,0,3.256999999999566e-06
t,e,C/4,True,0,3.313000000001315e-06
t,e,C/4,True,0,3.4390000000009135e-06
t,e,C/4,True,0,3.2350000000007373e-06
t,e,C/4,True,0,3.5370000000013724e-06
t,e,C/4,True,0,3.5680000000024026e-06
t,e,C/4,True,0,3.2129999999984393e-06
t,e,C/8,True,0.0007086819999999987,4.323000000000521e-06
t,e,C/8,True,0,3.987999999999908e-06
t,e,C/8,True,0,4.400000000001625e-06
t,e,C/8,True,0,6.269999999999193e-06
t,e,C/8,True,0,4.3239999999999945e-06
t,e,C/8,True,0,4.106000000000248e-06
t,e,C/8,True,0,4.161999999998528e-06
t,e,C/8,True,0,4.139000000000226e-06
t,e,C/8,True,0,4.845999999999323e-06
t,e,C/8,True,0,4.856000000000998e-06
t,e,C/8,True,0,4.909000000000857e-06
t,e,C/8,True,0,5.087000000000841e-06
t,e,C/8,True,0,1.6308999999999074e-05
t,e,C/16,True,0.0013353929999999972,6.383999999998169e-06
t,e,C/16,True,0,8.536999999999434e-06
t,e,C/16,True,0,7.742999999997557e-06
t,e,C/16,True,0,7.290000000000074e-06
t,e,C/16,True,0,5.563000000000096e-06
t,e,C/16,True,0,6.387000000000059e-06
t,e,C/16,True,0,6.011999999999684e-06
t,e,C/16,True,0,8.998000000003115e-06
t,e,C/16,True,0,6.433000000000133e-06
t,e,C/16,True,0,6.242000000000053e-06
t,e,C/16,True,0,5.8299999999983365e-06
t,e,C/16,True,0,6.115000000000981e-06
t,e,C/16,True,0,5.892000000000397e-06
t,e,C/32,True,0.002243407999999999,8.23800000000069e-06
t,e,C/32,True,0,7.955999999999935e-06
t,e,C/32,True,0,8.320999999998635e-06
t,e,C/32,True,0,7.687999999998751e-06
t,e,C/32,True,0,7.867000000001678e-06
t,e,C/32,True,0,7.588999999998819e-06
t,e,C/32,True,0,7.338999999998569e-06
t,e,C/32,True,0,7.748000000001865e-06
t,e,C/32,True,0,7.224000000000119e-06
t,e,C/32,True,0,7.252999999998733e-06
t,e,C/32,True,0,7.6109999999976474e-06
t,e,C/32,True,0,7.279000000002395e-06
t,e,C/32,True,0,7.867999999997682e-06
t,e,C/64,True,0.004337064999999998,1.1811999999999934e-05
t,e,C/64,True,0,1.2127000000000665e-05
t,e,C/64,True,0,1.213099999999856e-05
t,e,C/64,True,0,1.1688999999998756e-05
t,e,C/64,True,0,1.1745999999999979e-05
t,e,C/64,True,0,1.23840000000007e-05
t,e,C/64,True,0,1.1906999999998502e-05
t,e,C/64,True,0,1.227999999999993e-05
t,e,C/64,True,0,1.2410999999996897e-05
t,e,C/64,True,0,1.1430999999999247e-05
t,e,C/64,True,0,1.1836000000001179e-05
t,e,C/64,True,0,1.1885000000003143e-05
t,e,C/64,True,0,1.1833000000002758e-05
t,e,C/128,True,0.008546226,2.071499999999754e-05
t,e,C/128,True,0,3.550600000000459e-05
t,e,C/128,True,0,2.169800000000055e-05
t,e,C/128,True,0,2.1418999999994748e-05
t,e,C/128,True,0,2.1836999999996776e-05
t,e,C/128,True,0,2.107699999999435e-05
t,e,C/128,True,0,2.166099999999921e-05
t,e,C/128,True,0,2.1303999999999768e-05
t,e,C/128,True,0,2.1356000000000153e-05
t,e,C/128,True,0,2.0699999999998497e-05
t,e,C/128,True,0,2.1193999999995217e-05
t,e,C/128,True,0,2.1121000000005885e-05
t,e,C/128,True,0,2.1269999999996847e-05
t,e,C/256,True,0.016183036,3.6652999999997604e-05
t,e,C/256,True,0,3.6374999999998214e-05
t,e,C/256,True,0,3.814700000000226e-05
t,e,C/256,True,0,3.8234999999997576e-05
t,e,C/256,True,0,3.883799999999937e-05
t,e,C/256,True,0,3.901199999999799e-05
t,e,C/256,True,0,3.856200000000587e-05
t,e,C/256,True,0,3.9086000000000676e-05
t,e,C/256,True,0,4.037699999999422e-05
t,e,C/256,True,0,3.978699999999946e-05
t,e,C/256,True,0,3.980399999999745e-05
t,e,C/256,True,0,3.868199999999822e-05
t,e,C/256,True,0,3.990400000000727e-05
t,e,C/512,True,0.032176523,7.394499999999887e-05
t,e,C/512,True,0,7.045599999999652e-05
t,e,C/512,True,0,7.231600000000282e-05
t,e,C/512,True,0,7.420800000000616e-05
t,e,C/512,True,0,7.433700000000765e-05
t,e,C/512,True,0,7.501999999999509e-05
t,e,C/512,True,0,7.554499999999631e-05
t,e,C/512,True,0,7.311000000000123e-05
t,e,C/512,True,0,7.379300000000255e-05
t,e,C/512,True,0,7.353200000000115e-05
t,e,C/512,True,0,8.801399999999737e-05
t,e,C/512,True,0,7.294500000000481e-05
t,e,C/512,True,0,7.377999999999552e-05
t,e,C/1024,True,0.063512127,0.0001337479999999891
t,e,C/1024,True,0,0.00014326300000000458
t,e,C/1024,True,0,0.00013112399999999635
t,e,C/1024,True,0,0.0001363799999999915
t,e,C/1024,True,0,0.00013860999999999735
t,e,C/1024,True,0,0.00013619400000000614
t,e,C/1024,True,0,0.00013825799999997446
t,e,C/1024,True,0,0.00013644199999998663
t,e,C/1024,True,0,0.00013776899999998204
t,e,C/1024,True,0,0.0001371589999999978
t,e,C/1024,True,0,0.00014035100000001077
t,e,C/1024,True,0,0.0001478339999999856
t,e,C/1024,True,0,0.00013921899999999598
t,e,C/2048,True,0.12882349699999998,0.000321560999999998
t,e,C/2048,True,0,0.0002710530000000211
t,e,C/2048,True,0,0.00027512000000001757
t,e,C/2048,True,0,0.000285503999999992
t,e,C/2048,True,0,0.0002875880000000053
t,e,C/2048,True,0,0.0002979689999999813
t,e,C/2048,True,0,0.0002839510000000045
t,e,C/2048,True,0,0.0002977949999999896
t,e,C/2048,True,0,0.00029146099999999286
t,e,C/2048,True,0,0.00028282900000003997
t,e,C/2048,True,0,0.0002855759999999541
t,e,C/2048,True,0,0.0002963380000000071
t,e,C/2048,True,0,0.0002955330000000145
t,e,C/4096,True,0.24697929400000002,0.0006111360000000121
t,e,C/4096,True,0,0.0006983369999999933
t,e,C/4096,True,0,0.0005963479999999688
t,e,C/4096,True,0,0.0006689429999999774
t,e,C/4096,True,0,0.0006240869999999954
t,e,C/4096,True,0,0.0006497089999999983
t,e,C/4096,True,0,0.0006393559999999798
t,e,C/4096,True,0,0.0006080860000000632
t,e,C/4096,True,0,0.0006378420000000551
t,e,C/4096,True,0,0.0006256450000000635
t,e,C/4096,True,0,0.0006253939999999458
t,e,C/4096,True,0,0.0006259020000000115
t,e,C/4096,True,0,0.0006525510000000567
t,e,C/8192,True,0.489945192,0.001250273000000024
t,e,C/8192,True,0,0.001416103999999918
t,e,C/8192,True,0,0.0014932129999999377
t,e,C/8192,True,0,0.0014501960000000702
t,e,C/8192,True,0,0.0015992160000000144
t,e,C/8192,True,0,0.0013005950000000155
t,e,C/8192,True,0,0.0015105159999999618
t,e,C/8192,True,0,0.0015281589999998069
t,e,C/8192,True,0,0.0014489209999999364
t,e,C/8192,True,0,0.0013074969999999908
t,e,C/8192,True,0,0.0013758050000001187
t,e,C/8192,True,0,0.0012643270000001205
t,e,C/8192,True,0,0.0015161919999999718
t,e,C/16384,True,1.006463238,0.002328056999999939
t,e,C/16384,True,0,0.0022656960000000392
t,e,C/16384,True,0,0.002475267999999975
t,e,C/16384,True,0,0.0025183279999998476
t,e,C/16384,True,0,0.002517606000000061
t,e,C/16384,True,0,0.002672812999999996
t,e,C/16384,True,0,0.002846537000000149
t,e,C/16384,True,0,0.002710373999999849
t,e,C/16384,True,0,0.0029537479999999228
t,e,C/16384,True,0,0.002667709999999879
t,e,C/16384,True,0,0.0026656949999996904
t,e,C/16384,True,0,0.002512727000000048
t,e,C/16384,True,0,0.0024261120000002023
t,e,C/32768,True,1.969050955,0.009148283999999673
t,e,C/32768,True,0,0.005312395999999886
t,e,C/32768,True,0,0.005569126999999785
t,e,C/32768,True,0,0.005637727999999953
t,e,C/32768,True,0,0.006039133000000252
t,e,C/32768,True,0,0.00639176000000008
t,e,C/32768,True,0,0.005787666999999885
t,e,C/32768,True,0,0.005706142000000192
t,e,C/32768,True,0,0.005633865000000071
t,e,C/32768,True,0,0.005642817000000022
t,e,C/32768,True,0,0.00570243700000006
t,e,C/32768,True,0,0.005914200000000314
t,e,C/32768,True,0,0.005779841999999924
t,e,C/65536,True,3.933736247,0.011168962000000171
t,e,C/65536,True,0,0.012089969999999894
